1.125,u,g,q,v,1.29,t,t,2,200,0,-
10.335,u,g,cc,h,0.335,t,t,1,80,50,+
6.21,u,g,q,v,0.04,t,t,1,200,300,+
12.5,u,g,cc,v,1.21,t,t,67,140,258,+
12.5,u,g,aa,v,1.5,t,t,12,120,567,+
6.665,u,g,q,v,7.375,t,t,3,0,0,+
9,u,g,q,v,8.5,t,t,5,120,0,+
5,u,g,x,h,7.5,t,t,6,0,1000,+
11,u,g,q,v,2.5,t,t,7,100,809,+
4.25,u,g,i,bb,3.25,t,t,2,274,610,+
3.5,u,g,w,v,0.835,t,f,0,280,0,+
1.835,u,g,c,v,2.25,t,t,1,100,150,+
8,u,g,e,bb,6.5,t,t,6,375,51100,+
5,u,g,c,bb,2.5,t,t,6,0,367,+
5.5,u,g,q,h,5.5,t,t,12,408,1000,+
6.5,u,g,q,h,6,t,f,0,350,0,+
0.54,y,p,aa,v,0.5,t,t,3,200,1000,+
2.75,u,g,m,v,4.25,t,t,6,204,0,+
9.5,u,g,w,v,1.625,t,t,6,40,600,+
13.5,u,g,q,h,5,t,t,2,0,5000,+
3.75,u,g,cc,h,0.625,t,t,9,181,0,+
0.29,y,p,cc,h,1.75,t,t,8,100,375,+
11,u,g,w,v,2,t,t,1,80,278,+
1.665,u,g,cc,h,5.085,t,t,9,399,827,+
1.5,u,g,q,v,2.375,t,t,3,0,582,+
6.5,u,g,c,bb,4,t,t,7,0,3065,+
0.46,u,g,cc,h,0.415,t,t,11,440,6,+
6.5,u,g,m,h,4.25,t,t,12,93,0,+
1.5,u,g,cc,h,5.5,t,t,3,0,0,+
11.5,y,p,j,j,0,t,t,11,0,0,+
3.04,y,p,x,h,2.54,t,t,1,70,0,+
2,u,g,k,h,4.165,t,t,2,181,0,+
2,u,g,x,h,1,t,t,4,140,7544,+
2,u,g,m,v,1.75,t,t,2,0,15,+
1.71,u,g,x,v,1.665,t,t,1,395,20,+
1.75,y,p,e,h,0.04,t,f,0,393,0,+
10,u,g,q,h,1.75,t,f,0,29,837,+
9.5,u,g,q,v,1,t,f,0,60,400,+
0.54,u,g,cc,v,0.04,t,f,0,440,11177,+
3.25,u,g,q,h,9,t,f,0,102,639,+
1.125,y,p,d,v,1.5,f,f,0,431,0,+
2.54,y,p,aa,v,0.25,t,f,0,370,0,+
13.585,u,g,k,h,8.5,t,f,0,0,0,+
10.5,u,g,q,h,1.335,t,f,0,100,0,+
1.5,y,p,w,v,0.375,t,f,0,260,1065,+
12.5,u,g,aa,v,3,t,f,0,20,0,+
8.665,u,g,aa,v,1.415,t,f,0,160,150,+
9.25,u,g,q,v,1.21,t,t,4,60,540,+
2.335,u,g,i,bb,0.5,t,t,4,80,0,+
3,u,g,q,v,0.165,t,t,3,100,6,+
19.5,u,g,c,v,5.5,t,t,7,0,3000,+
5.665,u,g,q,v,2.585,t,t,7,129,3257,+
6.5,u,g,aa,bb,3.5,t,t,1,0,500,+
5,u,g,c,v,5,t,t,7,0,3065,+
1.04,u,g,c,v,2.5,t,t,5,300,1430,+
4.625,u,g,q,h,1.625,t,t,2,0,0,+
10.5,u,g,c,v,3,t,f,0,0,0,+
0.205,u,g,i,h,5.125,t,f,0,400,0,+
0.96,u,g,x,v,2.5,t,f,0,510,600,+
1.585,y,p,w,v,3.085,t,t,6,80,0,+
4.04,y,p,i,bb,8.5,t,t,7,195,0,+
5.04,y,p,c,bb,1.5,t,t,8,144,7,+
3.165,y,p,x,v,3.165,t,t,3,380,0,+
2.04,y,p,aa,v,2,t,t,3,370,560,+
10.04,u,g,x,v,0.04,t,t,9,60,396,+
0.5,u,g,q,h,1.25,t,t,1,0,678,+
1,u,g,i,bb,2.25,t,f,0,0,300,+
2.75,u,g,c,v,2.25,t,t,6,184.014771,600,+
10.25,u,g,q,v,0.71,t,t,2,49,0,+
2.125,y,p,w,v,0.085,t,t,1,50,1187,+
0,u,g,c,v,0,f,f,0,184.014771,0,+
9.335,u,g,q,h,5.665,t,t,6,381,168,+
2.5,u,g,k,v,4.5,t,t,7,150,1270,+
6.625,y,p,d,v,5.5,t,f,0,100,0,+
11.5,u,g,i,v,3.5,t,t,9,56,742,+
2.71,y,p,cc,v,5.25,t,t,1,211,0,+
3.5,u,g,aa,v,3.5,t,f,0,230,0,+
4.04,u,g,cc,h,7,t,t,8,320,0,+
11.5,u,g,ff,ff,5,t,t,5,0,8851,+
9.625,u,g,e,v,8.665,t,t,5,0,0,+
9.25,y,p,c,v,1,t,t,4,80,500,+
12.54,u,g,aa,v,2.29,t,t,3,156,0,+
11,u,g,e,z,20,t,t,7,22,0,+
9,u,g,aa,v,1.375,t,f,0,0,0,+
9.54,u,g,aa,v,0.085,t,f,0,100,0,+
5.5,u,g,q,v,0.125,t,f,0,228,0,+
4,u,g,c,bb,0.25,t,f,0,160,0,+
5.5,u,g,k,v,0.5,t,f,0,80,0,+
8.46,y,p,x,v,2.46,f,f,0,164,0,+
0.375,u,g,q,v,2,t,t,2,80,0,+
11,u,g,cc,v,0.665,t,f,0,100,0,+
3.5,u,g,cc,v,0.625,t,t,7,0,7059,+
1.75,u,g,x,h,4.5,t,t,4,253,857,+
13.75,u,g,w,v,5.75,t,f,0,487,500,+
0.25,u,g,i,bb,0,t,f,0,0,0,+
7.5,u,g,aa,v,1.415,t,t,1,80,9800,+
4.625,u,g,q,v,4.58,t,f,0,0,0,+
10.125,u,g,x,v,2.5,t,t,6,520,196,+
10,y,p,c,v,2.5,t,f,0,40,0,+
25.085,u,g,w,v,1.75,t,t,3,120,14,+
7.5,u,g,q,v,2.71,t,t,5,184.014771,26726,+
2,u,g,i,v,1.5,t,t,2,120,300,+
3.04,y,p,c,h,2.04,t,t,1,180,18027,+
0.21,u,g,q,h,0.29,t,t,11,80,99,+
12.75,u,g,c,bb,4.75,t,t,2,73,444,+
11,u,g,x,v,0.29,t,t,6,121,0,+
21.5,u,g,e,z,20,t,t,11,0,1200,+
5,u,g,q,h,5,t,t,6,470,0,+
11,u,g,x,h,1,t,t,11,0,3000,+
11.125,u,g,x,h,0.46,t,t,1,100,0,+
10.25,u,g,c,h,1.085,f,f,0,320,13,-
11.045,u,g,c,v,2,f,f,0,136,0,-
0,u,g,d,v,0.5,f,f,0,144,0,-
9.54,u,g,i,v,0.04,f,f,0,200,1000,-
1.75,y,p,c,v,0.165,f,f,0,132,0,-
2.335,u,g,d,h,5.75,f,f,0,292,0,-
0,y,p,ff,ff,0,f,f,0,0,0,-
1.335,u,g,i,o,0.335,f,f,0,0,120,-
10.5,y,p,x,h,0,f,f,0,154,32,-
0.585,u,g,ff,ff,0,f,f,0,145,0,-
0.085,y,p,c,v,0.04,f,f,0,140,722,-
1.21,y,p,e,dd,0,f,f,0,100,0,-
6,u,g,d,v,1.25,f,f,0,272,0,-
1.54,u,g,q,v,0.125,t,f,0,260,0,+
0.165,u,g,q,n,0.21,f,f,0,200,40,+
0,u,g,c,v,0,f,f,0,184.014771,0,+
2.5,u,g,c,v,1.25,f,f,0,280,0,-
6.75,y,p,m,v,0.04,f,f,0,140,0,-
10.125,y,p,k,v,0.125,f,f,0,160,0,-
2.5,u,g,cc,h,2.25,f,f,0,340,0,-
5.71,u,g,d,v,0.54,f,f,0,120,0,-
5.415,u,g,i,h,0.29,f,f,0,80,484,-
10,y,p,q,h,0.165,f,f,0,340,0,-
13.5,y,p,ff,ff,0,f,f,0,184.014771,0,-
0.835,u,g,m,v,0.085,t,f,0,200,0,-
0.875,y,p,c,h,0.25,f,f,0,280,204,-
0.585,y,p,cc,h,0.125,f,f,0,240,1,-
4.46,u,g,c,v,0.25,f,f,0,80,0,-
1.25,u,g,q,v,0.25,f,t,1,108,98,-
12.625,u,g,c,v,0.125,f,t,2,0,5552,-
10,u,g,w,h,0.165,f,t,1,120,1,-
1.5,u,g,ff,ff,0,f,t,2,200,105,-
0.58,u,g,w,v,0.29,f,t,1,340,2803,-
0.415,y,p,c,v,0.165,f,t,1,200,1,-
1.75,y,p,j,j,0,f,f,0,160,0,-
0.75,u,g,m,v,0.5,f,f,0,320,0,-
10,u,g,w,v,1,f,t,1,120,1,-
0.54,u,g,w,v,0.165,f,t,1,272,444,-
2.415,u,g,w,v,0.125,f,t,2,220,1,-
0.335,u,g,ff,ff,0,f,t,1,160,126,-
3.125,u,g,ff,ff,3.04,f,t,2,200,4,-
9,u,g,ff,ff,4,f,t,1,70,6,-
2.5,u,g,aa,v,1.75,f,t,2,720,0,-
2.75,u,g,aa,v,0.665,f,t,1,80,21,-
12.125,u,g,c,v,3.335,f,t,2,180,173,-
2,u,g,ff,ff,6.5,f,t,1,0,10,-
0.165,u,g,d,v,0.25,f,f,0,280,0,-
1,u,g,c,v,0.5,f,f,0,280,0,-
2.875,u,g,q,v,0.085,f,f,0,120,0,-
13.665,u,g,q,h,1.5,f,f,0,280,1,-
2.75,u,g,ff,ff,4.5,f,f,0,160,25,-
10.29,u,g,ff,ff,0.415,f,f,0,80,0,-
1.29,u,g,k,h,0.25,f,f,0,140,0,-
3,y,p,j,j,0,f,f,0,160,20,-
4.5,u,g,w,v,1,f,f,0,360,6,-
1.75,y,p,c,v,2.335,f,f,0,112,6,-
0.21,u,g,aa,v,0.125,f,f,0,200,1,-
10,u,g,d,v,0.415,f,f,0,80,42,-
0,y,p,aa,v,0.25,f,f,0,60,0,-
0.75,u,g,m,v,0.5,t,f,0,320,0,-
0.25,y,p,c,h,0.25,f,f,0,280,204,-
22,l,gg,ff,o,0,f,f,0,450,100000,+
0,y,p,m,bb,0,f,f,0,500,1,+
0.125,y,p,c,v,1.5,f,f,0,232,113,+
1.5,u,g,w,v,1.5,f,f,0,150,8,+
0.375,l,gg,cc,ff,10,f,f,0,300,0,+
0.375,u,g,cc,v,0.375,f,f,0,300,44,+
1.25,u,g,w,v,1.165,f,f,0,120,0,-
1.085,y,p,x,v,1,f,f,0,280,13,-
1.085,y,p,c,v,0.04,f,f,0,170,179,-
2.5,y,p,w,v,3,f,f,0,200,0,-
4,y,p,i,v,0.085,f,f,0,411,0,-
0,u,g,c,v,0,f,f,0,184.014771,0,-
2.5,y,p,c,v,2.5,f,f,0,0,2,-
2.5,u,g,c,v,1,f,f,0,460,16,-
12.5,u,g,d,v,1,f,f,0,180,1062,-
2.5,u,g,cc,bb,0.5,f,f,0,348,0,-
0.75,u,g,q,h,0.165,f,f,0,220,251,-
6.5,u,g,c,v,1,f,f,0,0,228,-
1.25,y,p,i,h,0.5,f,f,0,160,0,-
3,y,p,aa,v,2,f,f,0,180,0,-
3,u,g,w,v,0.75,f,f,0,300,67,-
4,u,g,c,v,3,f,f,0,480,0,-
4.085,u,g,aa,v,0.04,f,f,0,108,100,-
2.25,u,g,i,bb,0.5,f,f,0,640,4000,-
2.75,u,g,i,bb,0,f,f,0,180,0,-
1.75,u,g,k,v,0.5,f,f,0,300,2,-
7,u,g,e,z,0,f,f,0,0,12,-
1.5,u,g,c,v,0.25,f,f,0,372,122,-
4.5,y,p,c,bb,2.5,f,f,0,200,1210,-
0.54,u,g,c,v,0.585,t,t,3,180,0,-
1.5,u,g,w,v,2.25,f,t,1,100,3,-
2,u,g,j,j,0,f,f,0,276,1,-
0.585,y,p,ff,ff,0,f,f,0,100,0,-
11.5,y,p,m,v,1.5,f,f,0,0,4000,-
1.585,u,g,d,v,0.585,f,f,0,0,0,-
2,u,g,i,v,0.25,f,f,0,221,0,-
0.165,u,g,aa,v,1,f,t,2,320,1,-
1.335,u,g,d,v,0.165,f,f,0,168,0,-
0.165,u,g,q,v,0.04,f,f,0,380,0,-
3,u,g,d,v,0.165,f,f,0,120,0,-
4.71,u,g,ff,ff,0,f,f,0,160,0,-
5.5,u,g,k,v,5.5,f,f,0,100,0,-
2.5,u,g,ff,ff,0.085,f,f,0,100,4208,-
0.54,u,g,k,ff,0,f,f,0,100,0,-
0.335,y,p,k,v,0.29,f,f,0,200,0,-
2,u,g,e,dd,0.165,f,t,2,320,1300,-
6.165,u,g,aa,v,0.165,f,f,0,220,1000,-
1.71,y,p,m,v,0.165,f,f,0,400,0,-
11.5,y,p,k,h,3,f,f,0,20,16,-
0.75,y,p,r,n,0.75,f,f,0,132,2,-
2.5,y,p,w,v,7,f,f,0,280,0,-
13,u,g,e,dd,0,f,f,0,140,1110,-
4.585,u,g,k,h,1,f,f,0,240,0,-
1.54,u,g,w,v,0.125,f,f,0,100,0,-
0.585,u,g,aa,v,0.04,f,f,0,260,1004,-
0.5,y,p,e,dd,1,f,f,0,260,0,-
14.5,u,g,d,v,0.125,f,f,0,0,286,-
0.835,y,p,c,v,2,f,f,0,240,0,-
1.335,u,g,i,bb,0.125,f,f,0,440,4500,-
0.25,u,g,i,bb,4,f,f,0,420,0,-
5,u,g,i,bb,2.25,f,f,0,141,0,-
7,u,g,c,v,0.165,f,f,0,160,0,-
2.5,y,p,i,bb,4.5,f,f,0,200,456,-
4.25,y,p,ff,ff,5,f,f,0,0,4,-
11.46,u,g,k,v,1.585,f,f,0,100,1212,-
5.5,y,p,c,v,1.5,f,f,0,60,0,-
1.5,y,p,aa,v,0.54,f,f,0,120,67,-
0,u,g,c,v,0.5,f,f,0,0,0,-
14.585,u,g,i,bb,0,f,f,0,178,0,-
0.17,u,g,m,v,0.085,f,f,0,0,0,-
7,u,g,e,v,1,f,f,0,600,0,-
5,u,g,i,bb,0.21,f,f,0,550,0,-
12.5,u,g,aa,bb,0.25,f,f,0,720,0,-
0.54,u,g,m,v,1,f,f,0,120,1,-
1.25,y,p,w,v,0.25,f,f,0,0,195,-
1.625,u,g,d,v,0.54,f,f,0,0,0,-
2.04,y,p,x,h,0.04,f,f,0,128,1,-
0.585,y,p,ff,ff,0.125,f,f,0,120,87,-
12.5,y,p,k,h,1.25,f,f,0,0,17,-
2.085,u,g,c,v,0.085,f,f,0,300,0,-
5.085,y,p,j,v,0.29,f,f,0,140,184,-
0.375,u,g,c,v,0.29,f,f,0,220,140,-
6.5,u,g,i,bb,3.085,f,f,0,73,0,-
0.335,u,g,q,v,0.75,f,f,0,160,0,-
5.085,y,p,i,bb,1.085,f,f,0,480,0,-
6,u,g,ff,ff,0,f,f,0,0,0,-
8.125,y,p,k,v,0.165,f,t,2,184.014771,18,-
0.665,y,p,c,v,1,f,t,1,2000,2,-
3.125,u,g,w,v,0.085,f,t,1,0,6,-
0.25,u,g,q,v,0.335,f,t,4,160,8,-
2.835,u,g,ff,ff,0,f,t,5,176,146,-
3,u,g,c,v,1.25,f,t,1,0,22,-
0.79,u,g,i,v,0.085,f,f,0,144,0,-
1.5,u,g,i,bb,0,f,f,0,300,0,-
0.46,u,g,k,v,0.125,f,f,0,280,55,-
1.25,y,p,ff,ff,3.25,f,f,0,280,0,-
0.125,y,p,k,v,0.125,f,f,0,200,70,-
1.79,u,g,c,v,0.54,f,f,0,136,1,-
0.705,u,g,c,v,0.375,f,t,2,225,500,-
2.54,y,p,ff,ff,0,f,f,0,180,60,-
2.5,u,g,i,v,1,f,f,0,210,0,-
1.085,u,g,q,v,1.5,f,f,0,108,7,-
1.25,u,g,w,v,1.75,f,f,0,200,0,-
0.835,u,g,cc,v,1.165,f,f,0,100,0,-
2.165,u,g,c,v,1.5,f,f,0,120,0,-
1.25,u,g,c,v,0.25,f,f,0,110,0,-
2.04,u,g,w,v,0.25,f,f,0,180,50,-
0.835,u,g,e,v,0.04,f,f,0,120,5,-
2.29,u,g,ff,ff,0.29,f,f,0,200,3,-
0.335,y,p,cc,v,0.085,f,f,0,180,0,-
3,y,p,ff,ff,1.5,f,f,0,180,4,-
3.165,y,p,c,v,0.165,f,f,0,160,1058,-
1.54,u,g,k,v,0.085,f,f,0,356,0,-
1,u,g,aa,v,0.5,f,f,0,200,0,-
2.71,u,g,c,v,2.415,f,f,0,320,0,-
0,y,p,ff,ff,0,f,t,4,45,1,-
0.585,u,g,ff,ff,0,f,t,3,350,769,-
0.165,u,g,ff,ff,0,f,f,0,62,27,-
1.25,u,g,ff,ff,0,f,t,1,92,300,-
0.875,u,g,k,v,0.375,f,t,2,174,3,-
0,u,g,k,v,1,f,t,11,0,0,-
5,u,g,ff,ff,0,f,t,2,17,1,-
2.71,y,p,m,v,0.125,f,f,0,80,0,-
3,u,g,k,v,0.04,f,f,0,160,40,-
0,y,p,j,ff,0,f,f,0,86,0,-
11.25,u,g,ff,ff,0,f,f,0,184.014771,5200,-
0.125,u,g,c,v,0.165,f,f,0,132,0,-
1.665,u,g,ff,ff,0,f,f,0,340,1,-
1.125,u,g,ff,ff,0,f,t,1,96,19,-
7,u,g,c,v,0.5,f,f,0,0,0,-
3,y,p,i,bb,7,f,f,0,0,1,-
1.625,u,g,c,v,1.5,f,f,0,0,316,-
4.25,u,g,q,v,3.5,f,f,0,454,50,-
0.665,u,g,w,v,0.25,f,f,0,300,0,-
1.5,u,g,d,v,3.75,f,f,0,0,350,-
18.125,u,g,w,v,0.085,f,f,0,320,3552,-
0,u,g,c,v,0,f,f,0,184.014771,0,-
0.75,y,p,c,v,0.04,f,f,0,240,0,-
5.5,u,g,i,bb,5,f,f,0,210,687,-
0.29,y,p,c,v,1.5,f,f,0,160,0,-
2.415,y,p,c,v,0,f,f,0,120,0,-
0.5,u,g,c,v,0.125,f,f,0,360,0,-
0.29,u,g,ff,ff,0,f,t,10,200,18,-
1.835,u,g,j,j,0,f,t,1,200,53,-
3,u,g,m,v,2.79,f,t,1,280,10,-
3.085,u,g,c,v,2.5,f,t,2,160,41,-
1.375,u,g,w,h,0.04,f,t,3,0,33,-
2.335,u,g,k,v,0.75,f,f,0,180,0,-
4.085,u,g,i,h,0.415,f,f,0,120,0,-
11.665,u,g,k,h,0.085,f,f,0,320,5,-
4.125,y,p,i,h,0.04,f,f,0,140,100,-
6.5,u,g,i,v,0.125,f,f,0,60,100,-
4,y,p,i,v,1,f,f,0,360,1000,-
0.415,u,g,c,v,0.125,f,f,0,0,44,-
2,u,g,d,v,0.75,f,f,0,80,0,-
0.835,u,g,i,h,0.085,f,f,0,220,5,-
2.5,y,p,i,h,10,f,f,0,200,0,-
11.5,u,g,i,v,0.415,f,f,0,0,0,-
2.71,y,p,c,v,0.085,f,f,0,80,0,-
0.5,u,g,i,v,0.165,f,t,6,240,35,-
3.165,y,p,k,v,0.415,f,t,1,280,80,-
9.5,u,g,aa,v,1.75,f,t,10,0,10,-
0.415,y,p,c,v,0.04,f,t,2,128,6,-
1.08,u,g,m,v,1.165,f,f,0,28,0,-
19,y,p,ff,ff,0.04,f,t,2,0,351,-
13.335,y,p,aa,v,0.04,f,f,0,120,475,-
3.54,y,p,ff,ff,0,f,f,0,180,1,-
1,u,g,q,v,0.125,f,f,0,263,0,-
0.75,u,g,q,h,2.75,t,t,1,333,892,+
11.835,u,g,c,h,6,t,f,0,340,0,+
4.415,y,p,c,h,3,t,f,0,240,0,+
0.875,u,g,x,h,1.04,t,f,0,160,5860,+
9.25,u,g,c,v,1.665,t,t,3,40,28,+
0.5,u,g,c,v,1.46,t,t,5,312,0,+
7,u,g,c,v,1.625,t,t,3,200,1391,+
5,u,g,cc,v,3.5,t,t,10,0,0,+
0.165,u,g,ff,ff,0,t,t,1,232,100,+
5.125,u,g,x,v,4.75,t,t,2,420,7,+
3.75,u,g,c,v,1.085,t,t,1,371,0,+
9,u,g,aa,v,0.75,t,t,2,88,591,+
12,u,g,c,v,2,t,t,1,220,19,+
4.79,y,p,w,v,2.25,t,t,1,80,300,+
4,y,p,w,v,1.75,t,t,2,120,1000,+
4,u,g,j,j,0,t,f,0,100,960,+
0,u,g,c,v,2.5,t,f,0,0,0,+
9.96,u,g,e,dd,0,t,f,0,0,0,+
2.54,y,p,c,h,2.585,t,f,0,0,0,+
10.5,u,g,x,v,6.5,t,f,0,0,0,+
5,u,g,aa,v,4,t,t,4,0,99,+
0.75,u,g,c,v,1.75,t,t,5,352,690,+
0.375,u,g,q,v,0.585,t,t,4,80,0,+
1.71,u,g,x,v,0.125,t,t,5,480,0,+
7.5,u,g,k,v,1.5,t,t,1,160,234,+
5.29,u,g,e,dd,2.25,t,t,5,99,500,+
3,u,g,m,v,1.29,t,t,1,260,800,+
8.5,u,g,q,v,1.75,t,t,10,80,990,-
1.665,u,g,q,v,2.415,t,f,0,440,0,-
1.5,u,g,c,v,2.5,t,f,0,140,0,-
1.75,u,g,k,v,0.21,t,f,0,160,0,-
7.08,u,g,k,h,6.75,t,t,3,100,50,-
25.21,u,g,q,h,0.21,t,t,1,760,90,-
2.085,u,g,c,h,2.75,t,f,0,360,1,-
0.67,u,g,aa,h,1.75,t,f,0,400,0,-
2.25,u,g,i,bb,0.75,t,f,0,560,0,-
0.835,u,g,ff,ff,0,t,f,0,130,1,-
2.5,u,g,aa,v,7.5,t,f,0,523,0,-
1.585,y,p,ff,ff,0,t,f,0,320,0,-
1.25,u,g,ff,ff,0,t,f,0,80,0,-
3.165,u,g,x,h,3.75,t,f,0,680,0,-
1.75,u,g,w,bb,0.25,t,f,0,163,0,-
5.5,u,g,c,v,0.54,t,f,0,0,340,-
1.5,y,p,cc,v,2,t,f,0,100,20,-
3,u,g,i,bb,1,t,f,0,0,200,-
10,y,p,k,h,0.835,t,f,0,140,0,-
3.79,u,g,w,v,1.165,t,f,0,200,0,-
1.04,y,p,i,bb,0.5,t,t,10,132,28,-
11,y,p,d,v,1.5,t,f,0,0,0,-
0.46,y,p,w,v,2.625,t,t,6,208,347,-
1.5,u,g,d,h,1.875,t,t,6,200,327,+
1,u,g,x,v,0.75,t,t,7,340,4071,+
10,u,g,i,bb,0,t,t,11,0,1249,+
15,u,g,r,n,5.375,t,t,9,0,134,+
11.25,y,p,x,h,0.75,t,t,4,0,321,+
0.42,u,g,c,h,0.21,t,t,6,220,948,+
4.5,u,g,w,v,7.5,t,t,2,330,0,+
0.04,u,g,x,h,0.04,t,f,0,0,3000,+
12.33,u,g,cc,h,3.5,t,t,6,400,458,+
1.125,u,g,x,h,1.25,t,f,0,0,5298,+
1.5,u,g,c,h,1.415,t,f,0,422,200,+
12.335,u,g,q,h,1.585,t,f,0,120,0,+
3,u,g,aa,v,0.04,t,f,0,100,0,+
11.5,u,g,w,h,2.125,t,t,11,290,284,+
